errE,auc,rec_err,con_err
0.1662634275853634,0.7039324628994643,0.14897883435090384,0.34569183985392254
0.16756544510523477,0.6875688970380506,0.1506110541522503,0.3390878240267436
0.16681542123357454,0.667613386818142,0.1496708206832409,0.34289202590783435
0.16570210084319115,0.6528773341901033,0.1482993612686793,0.34805479894081753
0.16688760494192442,0.6413012469325239,0.14976232002178827,0.34250565618276596
0.1678693319360415,0.6346760523589792,0.15099134420355162,0.3375597397486369
0.16587755953272185,0.630956106898923,0.14851499100526175,0.34725141028563183
0.1680679569641749,0.6294071352997364,0.1512621007859707,0.33611711611350376
0.16442893569668135,0.6286072767933806,0.14671575650572777,0.3542636012037595
0.1652769868572553,0.6270296187031175,0.14778086791435877,0.34992239127556485
0.16757041588425636,0.6259022396038179,0.1506386213004589,0.338635894159476
0.166150181243817,0.6251005016377019,0.14886939401427904,0.34561573962370556
0.16813907772302628,0.6242519750154512,0.1513397308687369,0.33598695943752926
0.16639546304941177,0.6235634992296193,0.14919417972366014,0.3440256838997205
0.16474577908714613,0.6233029467554986,0.1471424289047718,0.35206695397694904
0.16466499616702399,0.6231373564587338,0.14702959979573885,0.3527078926563263
0.16535477340221405,0.623143885108427,0.14791386698683104,0.3488181134064992
0.16625840589404106,0.6233850494713375,0.1490196151038011,0.34477580587069195
0.16560438151160875,0.623289098104634,0.1482051064570745,0.34798548370599747
0.16648533567786217,0.6237528300707231,0.14931844919919968,0.34333769232034683
0.16402561838428178,0.624121599859456,0.14626748487353325,0.35516269505023956
0.16577244053284326,0.6246357804822654,0.14843559016784033,0.3467369923988978
0.1651942195991675,0.6251960573286666,0.14771943787733713,0.34949563443660736
0.1641034372150898,0.6253051649136911,0.14636972546577454,0.35467425485452014
0.16511823857824007,0.625491726024622,0.14764719332257906,0.34942089517911273
0.16502771402398744,0.6256846179473767,0.1475245182712873,0.35006387780110043
0.16547355676690736,0.6262048326252057,0.14810451244314513,0.3473808839917183
0.16533881922562918,0.6268025997478754,0.14792252331972122,0.3483258932828903
0.1663298966983954,0.6270575138427157,0.14915368209282556,0.3435242846608162
0.16300262014071146,0.6274748528284089,0.1450378323594729,0.35929575314124423
0.1636268955965837,0.6282828226874138,0.14581139385700226,0.35631003727515537
0.16496596982081732,0.6287395314091357,0.14746620257695517,0.34999532252550125
0.16500057900945345,0.629235115272213,0.14752154176433882,0.34958073248465854
