errE,auc,errG
0.8681668043136597,0.7629591651254907,0.649266242980957
0.8672811388969421,0.7630456957756517,0.6495428681373596
0.8664365410804749,0.7631264763245443,0.6498079895973206
0.8659718036651611,0.7632135094107386,0.6500914692878723
0.8650560975074768,0.7632954064841492,0.650351881980896
0.8642063140869141,0.7633854541865426,0.6506243944168091
0.8635570406913757,0.7634679095222124,0.6508952379226685
0.8629091382026672,0.7635590179228983,0.6511627435684204
0.8620381355285645,0.763650796238295,0.6514312028884888
0.8618198037147522,0.7637399507210738,0.6516947150230408
0.8606668710708618,0.7638234667550359,0.6519546508789062
0.8601082563400269,0.7639094949691638,0.6522142887115479
0.8593267798423767,0.7639979237110059,0.652481198310852
0.858991801738739,0.7640899811575321,0.6527420282363892
0.8579467535018921,0.7641813686893475,0.6529974937438965
0.8571316003799438,0.7642763290996213,0.653247058391571
0.856349766254425,0.7643684423723733,0.6535050272941589
0.8559375405311584,0.76447032523466,0.6537634134292603
0.8551241755485535,0.7645648948613522,0.6540173888206482
0.8543514013290405,0.7646529328196129,0.6542678475379944
0.8538810014724731,0.7647465534004647,0.6545166969299316
0.8532035946846008,0.7648341447489182,0.6547675132751465
0.8524442315101624,0.7649330129950056,0.6550145745277405
0.8519507646560669,0.765029257408475,0.6552641987800598
0.8511191606521606,0.7651246644285561,0.6555114388465881
0.8506131768226624,0.7652225278025769,0.6557537913322449
0.8499393463134766,0.7653183814324652,0.6560034155845642
0.8491590023040771,0.7654133418427389,0.6562419533729553
0.8485719561576843,0.7655202490653573,0.6564835906028748
0.8480184674263,0.7656146512133719,0.6567225456237793
0.8473591804504395,0.7657095557974196,0.6569657921791077
0.846622884273529,0.7658105454400915,0.6572015285491943
0.8461840748786926,0.7659076830731757,0.6574358344078064
0.8452861309051514,0.7660083377584921,0.6576749086380005
0.8446308374404907,0.7661151891548847,0.6579128503799438
0.8440510034561157,0.766217853584334,0.6581543684005737
0.843432605266571,0.7663249282856301,0.6583780646324158
0.8429692983627319,0.7664339010786074,0.6586117744445801
0.8419934511184692,0.766535114026183,0.6588417887687683
0.8417515754699707,0.7666443659502897,0.6590737104415894
0.8409749865531921,0.7667564091856918,0.6593054533004761
0.8404244780540466,0.7668649911950877,0.6595336198806763
0.8397581577301025,0.7669754154699384,0.6597594022750854
0.8391749858856201,0.7670854489612079,0.6599907875061035
0.8387389779090881,0.7671963756720919,0.6602123379707336
0.8379445672035217,0.7673081397763647,0.6604414582252502
0.83741694688797,0.7674204063166704,0.6606664657592773
0.8366695642471313,0.7675272577130631,0.6608921885490417
0.8362045884132385,0.7676380727714951,0.6611143946647644
0.8356012105941772,0.7677444217318545,0.6613364219665527
0.8349523544311523,0.76785696740329,0.6615586280822754
0.8342534899711609,0.7679687315075627,0.6617773771286011
0.8339892625808716,0.7680742989007593,0.6620032787322998
0.833182156085968,0.7681852256116433,0.6622195243835449
0.8324769139289856,0.7682972130208195,0.6624396443367004
0.8318642973899841,0.768414168964102,0.6626519560813904
0.8315408229827881,0.7685321856056766,0.6628660559654236
0.8309067487716675,0.7686470201523743,0.6630821824073792
0.830176055431366,0.7687655392299821,0.6632959842681885
0.8295699954032898,0.7688817694323277,0.6635069251060486
0.8291082382202148,0.7690074900930779,0.6637211441993713
0.8287027478218079,0.7691355554553164,0.663929283618927
0.8280141353607178,0.7692602154177746,0.6641435027122498
0.8275700211524963,0.7693871084292687,0.6643512845039368
0.8269737958908081,0.7695170160569624,0.6645600199699402
0.8264508247375488,0.7696457513339118,0.6647676825523376
0.825806736946106,0.769777166269705,0.664973795413971
0.8251904845237732,0.7699009330125484,0.6651826500892639
0.8245612382888794,0.7700291100272387,0.6653856039047241
0.8241994380950928,0.7701544957306335,0.6655910015106201
0.8234438896179199,0.7702846824894567,0.6657968759536743
0.822928786277771,0.7704167673399607,0.6659966707229614
0.8224377036094666,0.7705519226328899,0.6662003397941589
0.8218506574630737,0.7706851240079121,0.6663999557495117
0.8213456273078918,0.7708147525044762,0.6666007041931152
0.8208333253860474,0.770949461187598,0.6667984127998352
0.8201233744621277,0.7710798154250988,0.666998028755188
0.8195903897285461,0.7712143566295431,0.6671942472457886
0.8190948963165283,0.771347725483243,0.6673957109451294
0.8184850811958313,0.7714852254776604,0.6675878167152405
0.8178082704544067,0.7716211065115264,0.6677829623222351
0.8174116611480713,0.7717587739846214,0.66797935962677
0.8169791102409363,0.7719001259886267,0.668174147605896
0.8162177801132202,0.7720442134777015,0.6683680415153503
0.815726637840271,0.7721808202525042,0.6685589551925659
0.8153619766235352,0.7723275874004227,0.6687495708465576
0.8148708343505859,0.7724716190632717,0.6689363121986389
0.81419438123703,0.7726145342016024,0.6691266298294067
0.8137977719306946,0.7727504710616943,0.6693183183670044
0.8129984736442566,0.7728996945635528,0.6695048213005066
0.8125441074371338,0.7730467408426009,0.6696938276290894
0.8120969533920288,0.7731947919937152,0.6698786616325378
0.8115036487579346,0.7733341900798136,0.6700683832168579
0.8110677003860474,0.7734753187789152,0.670249879360199
0.8104782104492188,0.7736261054150992,0.6704367995262146
0.8100764751434326,0.7737861033785585,0.670620322227478
0.8096612691879272,0.7739301350414073,0.6708018183708191
0.8090442419052124,0.774075562359904,0.670982301235199
0.8083170056343079,0.7742378491986257,0.6711640954017639
0.8079563975334167,0.774385286261255,0.6713498830795288
0.8074345588684082,0.7745452283984885,0.6715309619903564
0.8068385124206543,0.7747071244536287,0.6717101335525513
0.8064560294151306,0.7748622097092079,0.671887993812561
0.8058717846870422,0.7750277344690323,0.6720708608627319
0.8052703738212585,0.7751900213077538,0.6722462773323059
0.8050292134284973,0.7753543737168341,0.6724258661270142
0.8043087124824524,0.7755174421227184,0.6726008653640747
0.8038114309310913,0.7756851441053535,0.6727776527404785
0.8032729029655457,0.7758464260720087,0.6729537844657898
0.8027989268302917,0.7760086012582784,0.6731275320053101
0.8021577000617981,0.7761716138379369,0.6733025908470154
0.8016080856323242,0.7763344589389177,0.6734775900840759
0.8011772632598877,0.7765052871902035,0.6736472845077515
0.8005302548408508,0.7766787392741072,0.673819899559021
0.8000929355621338,0.7768464412567421,0.6739955544471741
0.799372673034668,0.7770257550943663,0.6741640567779541
0.7990675568580627,0.7771920055951276,0.6743327379226685
0.7984484434127808,0.7773616056694435,0.6745028495788574
0.7980512976646423,0.7775380165433204,0.6746729016304016
0.7976316809654236,0.7777104079289319,0.6748397946357727
0.7971170544624329,0.7778888285469415,0.6750078201293945
0.7965826392173767,0.7780702079549245,0.6751735210418701
0.795987606048584,0.7782540437168475,0.675338089466095
0.7955275177955627,0.7784338599905051,0.675504207611084
0.7949072122573853,0.7786180307097835,0.675666332244873
0.7944327592849731,0.7788022014290621,0.6758328676223755
0.7939626574516296,0.7789867071056961,0.675993800163269
0.7934951186180115,0.7791778002769874,0.6761572957038879
0.7928920984268188,0.7793633108256877,0.6763188242912292
0.7924426794052124,0.7795537340822681,0.6764801144599915
0.7918955087661743,0.7797502423974728,0.6766408085823059
0.7913647890090942,0.7799455225357076,0.6768006086349487
0.7908660769462585,0.780129749081212,0.67696213722229
0.7903420329093933,0.7803301094060044,0.6771206855773926
0.7899566888809204,0.7805327027798334,0.6772801280021667
0.7892919182777405,0.7807259731739353,0.6774391531944275
0.7888818979263306,0.7809210858334923,0.6775961518287659
0.788243293762207,0.7811239025122249,0.6777516603469849
0.7878425717353821,0.7813240953583396,0.6779077649116516
0.7872053384780884,0.7815170866213119,0.678063690662384
0.7867292761802673,0.7817235320047287,0.6782172918319702
0.7862406373023987,0.7819155742218606,0.6783711910247803
0.7856234312057495,0.7821270997918351,0.6785268783569336
0.7851474285125732,0.7823333218703483,0.6786785125732422
0.7846958637237549,0.7825475270991666,0.6788283586502075
0.7840347290039062,0.7827495622107364,0.6789785027503967
0.7836477160453796,0.782958631426771,0.6791295409202576
0.7831656336784363,0.7831755721406588,0.6792799830436707
0.7826393246650696,0.7833900006743809,0.6794277429580688
0.782123863697052,0.7836081695652388,0.6795765161514282
0.7814730405807495,0.7838134984241373,0.6797248125076294
0.7810783982276917,0.7840291551348293,0.6798710823059082
0.7806352972984314,0.7842474915043649,0.6800175905227661
0.7801006436347961,0.7844493033110311,0.6801632642745972
0.7794773578643799,0.7846498311145013,0.6803067922592163
0.7790316939353943,0.7848556065832073,0.6804498434066772
0.7785610556602478,0.7850630010124644,0.6805949211120605
0.7780015468597412,0.7852772062412827,0.6807368397712708
0.7775114178657532,0.7854728213368729,0.6808789372444153
0.7770646810531616,0.7856849051691066,0.6810204386711121
0.7764525413513184,0.7858957608243702,0.6811609268188477
0.7759258151054382,0.7861254299177658,0.6812981367111206
0.7754256725311279,0.7863448828118196,0.681439995765686
0.7748766541481018,0.786564000748518,0.6815781593322754
0.7744511365890503,0.7867801598952431,0.681716799736023
0.7738907337188721,0.7869951466912242,0.6818546056747437
0.7733792662620544,0.7872178933326068,0.6819902658462524
0.7728805541992188,0.7874281348993856,0.6821280717849731
0.7723996043205261,0.787637818203905,0.6822630167007446
0.7718033790588379,0.787853474914597,0.6823984384536743
0.7713901400566101,0.7880639397862794,0.6825324296951294
0.7708718180656433,0.788276023618513,0.6826645135879517
0.7702958583831787,0.7884883307556504,0.6827951669692993
0.7697877883911133,0.7887024243320169,0.6829268336296082
0.7693185210227966,0.7889222680096523,0.6830564737319946
0.7687241435050964,0.7891268153013878,0.6831866502761841
0.7681975960731506,0.7893313625931238,0.6833170652389526
0.767684280872345,0.7895452328645867,0.683445155620575
0.7672384977340698,0.7897522365102624,0.6835731863975525
0.7667050957679749,0.7899676699160507,0.6837009191513062
0.7661070227622986,0.7901693700702651,0.6838274002075195
0.7655684351921082,0.7903803932042065,0.6839542388916016
0.7651313543319702,0.7905840472763277,0.684078574180603
0.7645666599273682,0.7907879246533527,0.684203565120697
0.7640967965126038,0.7909774546903185,0.6843287348747253
0.763595700263977,0.7911695527336764,0.6844502687454224
0.7630217671394348,0.7913634372162632,0.684572160243988
0.7625228762626648,0.7915525206434217,0.6846941709518433
0.7620186805725098,0.7917458468637496,0.6848148703575134
0.761447548866272,0.791942578483858,0.6849337220191956
0.7609817385673523,0.7921365187926708,0.6850523352622986
0.7604455351829529,0.7923234808232447,0.6851707696914673
0.7599726915359497,0.7925158579977322,0.6852895021438599
0.7593544125556946,0.7927020942873693,0.6854069828987122
0.7588698267936707,0.7928807940365086,0.6855221390724182
0.7583541870117188,0.7930652997131425,0.6856375336647034
0.7577998042106628,0.7932446693769928,0.6857515573501587
0.7572946548461914,0.793418400592026,0.685864269733429
0.756705641746521,0.7935939182462882,0.6859772801399231
0.7562706470489502,0.7937626809272155,0.686088502407074
0.7557543516159058,0.7939293222115582,0.686198890209198
0.7551907300949097,0.7940831234639414,0.6863099932670593
0.7547159790992737,0.7942453544764371,0.6864197254180908
0.754144549369812,0.7944148428983012,0.6865280270576477
0.7536736130714417,0.7945729427700795,0.6866359710693359
0.7531370520591736,0.7947379650938707,0.6867437958717346
0.752527117729187,0.7949046063782134,0.6868515014648438
0.752047061920166,0.7950720850559445,0.6869565844535828
0.7515560984611511,0.7952223692560955,0.6870612502098083
0.7510105967521667,0.7953735466758609,0.6871658563613892
0.7505010366439819,0.7955091485785972,0.6872701644897461
0.7500333786010742,0.7956631731358842,0.6873735189437866
0.7494252920150757,0.7958071489725072,0.6874765157699585
0.7488635182380676,0.7959512922878078,0.6875767707824707
0.748383104801178,0.7960975011734672,0.6876774430274963
0.7478253245353699,0.7962406396167016,0.6877771615982056
0.747314453125,0.7963783070897967,0.6878786087036133
0.7467253804206848,0.7965259116311039,0.6879794597625732
0.7462531328201294,0.7966517439443059,0.6880791783332825
0.7456997036933899,0.7967861176700723,0.6881790161132812
0.7451419234275818,0.796924064274297,0.6882769465446472
0.7446644306182861,0.797059387045904,0.6883735060691833
0.7441322803497314,0.7971965520829658,0.6884698867797852
0.7435870170593262,0.7973278553663071,0.6885655522346497
0.7430513501167297,0.7974577071677748,0.6886590123176575
0.7424896955490112,0.797576561202738,0.6887521743774414
0.7419726252555847,0.797700662902937,0.6888445615768433
0.7414400577545166,0.7978308496617601,0.6889355778694153
0.7408953905105591,0.7979594732862576,0.6890262365341187
0.7403784990310669,0.7980791088883836,0.6891160011291504
0.739864706993103,0.798192380300756,0.6892036199569702
0.7393031716346741,0.7982990642184709,0.6892910003662109
0.7387939691543579,0.7984166342502381,0.6893770694732666
0.7382169365882874,0.7985311338395805,0.6894625425338745
0.7376981973648071,0.7986474198681519,0.6895467638969421
0.7371547818183899,0.7987761551451014,0.689630925655365
0.7366085648536682,0.7988933902195133,0.6897143721580505
0.7360636591911316,0.7989912535935342,0.6897960901260376
0.7355393171310425,0.7991067022287168,0.68987637758255
0.7349438667297363,0.7992198061624114,0.6899553537368774
0.7343859076499939,0.7993255410342858,0.6900339126586914
0.7338666915893555,0.7994280938112832,0.6901110410690308
0.7333196997642517,0.7995155735072847,0.6901876330375671
0.7327709197998047,0.7995784896638859,0.6902633905410767
0.7322378754615784,0.799650058885503,0.6903377771377563
0.731651782989502,0.7997039311935067,0.6904123425483704
0.731117308139801,0.7997415580697703,0.6904851794242859
0.7303997874259949,0.7997690803991442,0.6905577182769775
0.7298616766929626,0.7997942580270297,0.6906289458274841
0.7292873859405518,0.7997844884374954,0.6907004117965698
